"","block.address","Vacant_Pr","Occupied_Pr","NumofBuilding","SURA","Units","YearBuilt","AssessedVa","Aggravated.assault","Arson","Burglary","Larceny","Murder","Robbery","Vehicle.theft","Total"
"100 block scott av","100 block scott av",0,1,2,0,1,1952,177750,0,0,0,0,0,0,0,0
"100 block scottholm blvd","100 block scottholm blvd",0.166666666666667,0.833333333333333,6,0,1,1925,156733.333333333,0,0,0,0,0,0,0,0
"100 block scottholm terr","100 block scottholm terr",0.142857142857143,0.857142857142857,7,0,1,1926.71428571429,127300,0,0,0,0,0,0,0,0
"100 block scoville av","100 block scoville av",0,1,2,2,1,1955,58350,0,0,0,0,0,0,0,0
"100 block searlwyn rd","100 block searlwyn rd",0.0294117647058824,0.970588235294118,34,0,1,1928.82352941176,72652.9411764706,0,0,0,0,0,0,0,0
"100 block second north st","100 block second north st",0,1,7,7,6.71428571428571,1921.28571428571,161014.285714286,0,0,7,14,0,0,0,21
"100 block sedgwick dr","100 block sedgwick dr",0,1,7,0,1.14285714285714,1933.71428571429,222214.285714286,0,0,0,14,0,0,0,14
"100 block sedgwick rd","100 block sedgwick rd",0,1,18,0,1,1936.38888888889,172566.666666667,0,0,0,0,0,0,18,18
"100 block sedgwick st","100 block sedgwick st",0,1,3,3,2.66666666666667,1933.33333333333,100133.333333333,0,0,0,0,0,0,0,0
"100 block seeley av","100 block seeley av",0.0740740740740741,0.925925925925926,27,27,1.33333333333333,1920.96296296296,51514.8148148148,0,0,0,27,0,0,0,27
"100 block seneca dr","100 block seneca dr",0,1,3,3,2,1952.66666666667,67333.3333333333,0,0,3,0,0,0,0,3
"100 block seneca pl","100 block seneca pl",0,1,3,3,1,1925,59833.3333333333,0,0,0,0,0,0,0,0
"100 block seneca tnpk e","100 block seneca tnpk e",0,1,10,4,1.1,1896,59230,0,0,0,0,0,0,0,0
"100 block seneca tnpk w","100 block seneca tnpk w",0,1,1,1,124,1974,3450000,0,0,0,0,0,0,0,0
"100 block seventh north st","100 block seventh north st",0.0434782608695652,0.956521739130435,46,0,1.26086956521739,1932.60869565217,67995.652173913,23,0,23,0,0,0,0,46
"100 block seward st","100 block seward st",0,1,13,13,1.23076923076923,1913.92307692308,33284.6153846154,0,0,0,26,0,0,0,26
"100 block seymour st","100 block seymour st",0.333333333333333,0.666666666666667,3,3,19,1940,184666.666666667,0,0,0,6,0,0,0,6
"100 block sharon dr","100 block sharon dr",0,1,7,0,1,1962.42857142857,149057.142857143,0,0,0,0,0,0,0,0
"100 block shelbourne pl","100 block shelbourne pl",0,1,6,6,1,1918.5,56066.6666666667,0,0,0,0,0,0,0,0
"100 block sheldon av","100 block sheldon av",0,1,16,16,1,1960,60581.25,0,0,0,0,0,0,0,0
"100 block sherbourne rd","100 block sherbourne rd",0,1,5,0,1,1945.8,122320,0,0,0,0,0,0,0,0
"100 block sheridan pl","100 block sheridan pl",0,1,6,0,1,1958.16666666667,65616.6666666667,0,0,0,0,0,0,0,0
"100 block sherwood av","100 block sherwood av",0,1,13,13,1.46153846153846,1907.07692307692,62261.5384615385,0,0,0,0,0,0,0,0
"100 block shirley dr","100 block shirley dr",0.125,0.875,8,8,1,1924.75,47687.5,0,0,0,0,0,0,0,0
"100 block shirley rd","100 block shirley rd",0,1,16,0,1,1940.5,170787.5,0,0,0,32,0,0,0,32
"100 block shonnard st","100 block shonnard st",0,1,1,1,16,1970,384000,0,0,1,0,0,0,0,1
"100 block shotwell pk","100 block shotwell pk",0,1,46,0,1.34782608695652,1916.52173913043,107478.260869565,0,0,46,46,0,0,0,92
"100 block shuart av","100 block shuart av",0,1,4,4,1.25,1922.25,78425,0,0,0,0,0,0,0,0
"100 block sidman av","100 block sidman av",0,1,4,4,1,1899.75,34100,0,0,0,4,0,0,0,4
"100 block sixth north st","100 block sixth north st",0,1,5,0,1.4,1893,51160,0,0,0,0,0,0,0,0
"100 block slayton av","100 block slayton av",0,1,15,14,1,1957.6,54733.3333333333,0,0,0,15,0,0,0,15
"100 block slocum av","100 block slocum av",0,1,2,2,3.5,1920,44550,0,0,0,0,0,0,0,0
"100 block smiley dr","100 block smiley dr",0,1,2,2,1,1961,70000,0,0,0,0,0,0,0,0
"100 block smith rd","100 block smith rd",0,1,11,11,1,1924.81818181818,48281.8181818182,0,0,11,11,0,0,0,22
"100 block smith st","100 block smith st",0,1,1,0,1,1953,67000,0,0,0,0,0,0,0,0
"100 block snell terr","100 block snell terr",0,1,3,0,1,1959,77600,0,0,0,0,0,0,0,0
"100 block somerset rd","100 block somerset rd",0,1,11,0,1,1952.54545454545,109863.636363636,0,0,0,0,0,0,0,0
"100 block south av","100 block south av",0,1,12,12,2,1968.16666666667,62850,12,0,0,12,0,0,0,24
"100 block spaulding av","100 block spaulding av",0,1,15,0,1,1934.53333333333,71420,0,0,0,0,0,0,0,0
"100 block spring ln","100 block spring ln",0,1,2,2,1,1900,47500,0,0,0,0,0,0,0,0
"100 block spring st","100 block spring st",0.107142857142857,0.892857142857143,28,28,1.78571428571429,1918.35714285714,48942.8571428571,28,0,28,0,0,28,0,84
"100 block springbrook av","100 block springbrook av",0.5,0.5,2,2,1,1956,59250,0,0,0,0,0,0,0,0
"100 block springfield rd","100 block springfield rd",0,1,1,0,12,1960,298000,0,0,0,0,0,0,0,0
"100 block st louis av","100 block st louis av",0,1,24,23,1.125,1953.20833333333,62425,0,0,0,120,0,0,0,120
"100 block st mary's ter","100 block st mary's ter",0,1,6,0,1,1981.5,120116.666666667,0,0,0,0,0,0,0,0
"100 block stacy pl","100 block stacy pl",0,1,5,0,1,1955,65100,0,0,0,0,0,0,0,0
"100 block stafford av","100 block stafford av",0,1,25,0,1.48,1928.12,73244,0,0,25,25,0,0,0,50
"100 block standish dr","100 block standish dr",0,1,15,0,1,1953.06666666667,116653.333333333,0,0,0,0,0,0,0,0
"100 block state fair blvd","100 block state fair blvd",0.166666666666667,0.833333333333333,6,6,2,1913.16666666667,48333.3333333333,0,0,0,6,0,0,0,6
"100 block stedman st","100 block stedman st",0,1,3,0,1,1889,45200,0,0,3,0,0,0,0,3
"100 block sterling av","100 block sterling av",0,1,1,1,1,1910,25000,0,0,0,0,0,0,0,0
"100 block steuben st","100 block steuben st",0.05,0.95,40,40,1.425,1903.025,41357.5,160,0,120,40,0,40,40,400
"100 block stevens av","100 block stevens av",0,1,4,4,1,1930.5,50000,0,0,0,0,0,0,0,0
"100 block stevens pl","100 block stevens pl",0,1,7,0,1,1953.28571428571,64000,0,0,0,0,0,0,0,0
"100 block stinard av","100 block stinard av",0,1,5,0,1.6,1916,67060,0,0,0,5,0,0,5,10
"100 block stolp av","100 block stolp av",0,1,7,0,1,1911.42857142857,117142.857142857,0,0,0,0,0,0,0,0
"100 block stoneridge dr","100 block stoneridge dr",0,1,5,0,1,1952.4,104880,0,0,0,0,0,0,0,0
"100 block strand pl","100 block strand pl",0.166666666666667,0.833333333333333,12,12,1.08333333333333,1898.25,39991.6666666667,0,0,0,0,0,0,0,0
"100 block strathmore dr","100 block strathmore dr",0,1,12,0,1,1927.83333333333,133700,0,0,0,12,0,0,0,12
"100 block strong av","100 block strong av",0,1,12,0,1.25,1908.83333333333,79091.6666666667,0,0,0,12,0,0,0,12
"100 block summit av","100 block summit av",0,1,13,1,1,1918.30769230769,115723.076923077,0,0,0,0,0,0,0,0
"100 block sunhill terr","100 block sunhill terr",0.0476190476190476,0.952380952380952,21,0,1,1953.14285714286,76366.6666666667,0,0,0,0,0,0,0,0
"100 block sunnycrest rd","100 block sunnycrest rd",0.333333333333333,0.666666666666667,3,0,1,1927.33333333333,111366.666666667,0,0,0,0,0,0,0,0
"100 block sunnyside pk rd","100 block sunnyside pk rd",0,1,19,0,1,1957.63157894737,86563.1578947368,0,0,0,0,0,0,0,0
"100 block sunrise dr","100 block sunrise dr",0,1,21,0,1.04761904761905,1955.38095238095,68980.9523809524,0,0,21,21,0,0,0,42
"100 block sunset av","100 block sunset av",0,1,1,1,2,1890,40800,0,0,0,2,0,0,0,2
"100 block sunstruck dr","100 block sunstruck dr",0.0769230769230769,0.923076923076923,13,0,1,1934.92307692308,66592.3076923077,0,0,0,0,0,0,13,13
"100 block swansea dr","100 block swansea dr",0,1,5,0,1,1950.8,53900,0,0,0,0,0,0,0,0
"100 block sweeting st","100 block sweeting st",0,1,16,16,1.125,1911.4375,58231.25,0,0,0,0,0,0,0,0
"100 block taft av","100 block taft av",0,1,3,0,1.66666666666667,1946.66666666667,54833.3333333333,0,0,0,0,0,0,0,0
"100 block tejah av","100 block tejah av",0,1,20,0,1,1956.85,81000,0,0,0,0,0,0,0,0
"100 block temple pl","100 block temple pl",0.166666666666667,0.833333333333333,6,6,1.16666666666667,1927.83333333333,33183.3333333333,0,0,6,6,0,0,0,12
"100 block tennyson av","100 block tennyson av",0,1,8,0,1.875,1910.625,76937.5,0,0,8,8,0,0,0,16
"100 block terrace rd","100 block terrace rd",0,1,4,0,1,1957.25,111250,0,0,0,0,0,0,0,0
"100 block thayer st","100 block thayer st",0,1,2,0,1,1962.5,95000,0,0,0,0,0,0,0,0
"100 block thurber st","100 block thurber st",0,1,8,0,3.25,1925.375,121037.5,0,0,0,0,0,0,0,0
"100 block thurlow dr","100 block thurlow dr",0.037037037037037,0.962962962962963,27,0,1,1949.92592592593,63896.2962962963,0,0,0,27,0,0,0,27
"100 block tioga st","100 block tioga st",0,1,2,2,1,1895,19900,0,0,0,0,0,2,0,2
"100 block titus alley","100 block titus alley",0.25,0.75,4,4,1,1897.25,23900,0,0,0,0,0,0,0,0
"100 block townsend pl","100 block townsend pl",0,1,7,7,1.85714285714286,1890.71428571429,31285.7142857143,0,0,7,0,0,0,0,7
"100 block trinity pl","100 block trinity pl",0,1,18,0,1.61111111111111,1913.33333333333,79622.2222222222,0,0,0,18,0,0,0,18
"100 block turtle st","100 block turtle st",0,1,4,4,1,1900,33475,0,0,0,0,0,0,0,0
"100 block twin hills dr","100 block twin hills dr",0,1,7,0,1.71428571428571,1927.71428571429,97342.8571428571,0,0,0,0,0,0,0,0
"100 block upland rd","100 block upland rd",0,1,18,0,1,1931.5,73519.4444444444,0,0,0,18,0,0,0,18
"100 block vale st","100 block vale st",0.25,0.75,8,8,1.125,1919.375,40675,0,0,0,0,0,8,0,8
"100 block valley view dr","100 block valley view dr",0,1,30,30,1,1935.63333333333,56123.3333333333,0,0,30,0,0,0,0,30
"100 block vann st","100 block vann st",0.133333333333333,0.866666666666667,15,0,1.06666666666667,1904.73333333333,58206.6666666667,0,0,0,15,0,0,0,15
"100 block victoria pl","100 block victoria pl",0.0454545454545455,0.954545454545455,22,0,1.40909090909091,1910,101631.818181818,0,0,22,22,0,0,0,44
"100 block vieau dr","100 block vieau dr",0,1,10,0,1,1948.7,68250,0,0,0,0,0,0,0,0
"100 block village dr","100 block village dr",0,1,4,0,84,1950,1237150,0,0,0,12,0,0,0,12
"100 block vincent st","100 block vincent st",0,1,9,0,1,1943.33333333333,59988.8888888889,0,0,0,9,0,0,0,9
"100 block wadsworth st","100 block wadsworth st",0.0769230769230769,0.923076923076923,26,26,1.15384615384615,1907.5,60119.2307692308,0,0,26,26,0,0,0,52
"100 block wainwright av","100 block wainwright av",0,1,18,0,1,1951.61111111111,65055.5555555556,0,0,0,0,0,0,0,0
"100 block waite av","100 block waite av",0,1,4,4,1.5,1932.5,49750,0,0,0,0,0,0,0,0
"100 block wall st","100 block wall st",0.272727272727273,0.727272727272727,22,22,1.40909090909091,1917.36363636364,28340.9090909091,0,0,22,22,0,0,0,44
"100 block walrath rd","100 block walrath rd",0.142857142857143,0.857142857142857,14,14,1,1941.5,59921.4285714286,0,0,28,0,0,0,0,28
"100 block walter dr","100 block walter dr",0,1,3,0,1,1952.66666666667,64833.3333333333,0,0,0,0,0,0,0,0
"100 block warham st","100 block warham st",0,1,9,9,1.33333333333333,1910.55555555556,52377.7777777778,0,0,0,0,0,9,0,9
"100 block warner av","100 block warner av",0.166666666666667,0.833333333333333,6,6,1.33333333333333,1926.33333333333,39633.3333333333,0,0,0,0,0,0,6,6
"100 block warner ct","100 block warner ct",0,1,1,1,2,1900,58000,0,0,0,0,0,0,0,0
"100 block warrington rd e","100 block warrington rd e",0,1,26,0,1,1931.15384615385,76365.3846153846,0,0,0,26,0,0,0,26
"100 block warrington rd w","100 block warrington rd w",0,1,11,0,1.09090909090909,1923,66754.5454545455,0,0,0,0,0,0,0,0
"100 block washington sq","100 block washington sq",0,1,11,11,3,1912.45454545455,72072.7272727273,0,0,0,33,0,0,0,33
"100 block wayne st","100 block wayne st",0.25,0.75,8,8,2.125,1906.25,50787.5,0,0,8,0,0,0,0,8
"100 block webster av","100 block webster av",0.222222222222222,0.777777777777778,9,9,1.44444444444444,1898.88888888889,29755.5555555556,0,0,0,9,0,0,9,18
"100 block wellesley rd","100 block wellesley rd",0,1,14,0,1,1926.28571428571,120157.142857143,0,0,0,14,0,0,0,14
"100 block wendell terr","100 block wendell terr",0,1,15,0,1,1931.53333333333,250720,0,0,0,0,0,0,0,0
"100 block wente terr","100 block wente terr",0,1,26,26,1.03846153846154,1933.57692307692,61211.5384615385,0,0,0,0,0,0,0,0
"100 block west end dr","100 block west end dr",0.2,0.8,5,5,1,1914,44740,0,0,0,5,0,0,0,5
"100 block westcott st","100 block westcott st",0,1,3,3,1.33333333333333,1912.33333333333,42966.6666666667,0,0,0,0,0,0,0,0
"100 block westminster av","100 block westminster av",0,1,18,0,1.16666666666667,1923.38888888889,111111.111111111,18,0,0,0,0,0,0,18
"100 block westwood rd","100 block westwood rd",0,1,2,0,1,1943,115800,0,0,0,0,0,0,0,0
"100 block weymouth rd","100 block weymouth rd",0.0869565217391304,0.91304347826087,23,0,1,1946.30434782609,69358.4782608696,0,0,0,0,0,0,0,0
"100 block wheaton rd","100 block wheaton rd",0,1,12,0,1,1953.33333333333,96341.6666666667,0,0,0,0,0,0,0,0
"100 block white st","100 block white st",0.0714285714285714,0.928571428571429,14,14,1.21428571428571,1954.78571428571,40478.5714285714,0,0,0,14,0,0,0,14
"100 block whittier av","100 block whittier av",0,1,17,0,1.94117647058824,1911.41176470588,79100,0,0,0,0,0,0,0,0
"100 block whitwell dr","100 block whitwell dr",0.1,0.9,10,10,1.7,1913.6,63750,0,0,0,0,0,0,0,0
"100 block wilbur av n","100 block wilbur av n",0.142857142857143,0.857142857142857,7,0,1.28571428571429,1871.85714285714,44971.4285714286,0,0,7,0,0,0,0,7
"100 block wilkie pl","100 block wilkie pl",0.166666666666667,0.833333333333333,6,6,1.33333333333333,1938.16666666667,65850,0,0,0,0,0,0,0,0
"100 block williams st","100 block williams st",0,1,5,5,1.8,1916,56420,0,0,0,0,0,5,0,5
"100 block willis av","100 block willis av",0.0769230769230769,0.923076923076923,13,0,1.30769230769231,1912.76923076923,63046.1538461538,0,0,0,13,0,0,0,13
"100 block williston av","100 block williston av",0.333333333333333,0.666666666666667,3,3,2.33333333333333,1925,67166.6666666667,0,0,0,0,0,0,0,0
"100 block willumae dr","100 block willumae dr",0,1,17,0,1,1931.82352941176,82617.6470588235,0,0,0,0,0,0,0,0
"100 block wilmore pl","100 block wilmore pl",0.0833333333333333,0.916666666666667,12,0,1.08333333333333,1929.91666666667,64225,0,0,0,12,0,0,0,12
"100 block wilson pl","100 block wilson pl",0,1,8,0,1,1944.75,90650,0,0,0,0,0,0,0,0
"100 block wilson st","100 block wilson st",0,1,7,7,1,1916.42857142857,89057.1428571429,0,0,0,0,0,0,0,0
"100 block wiman av","100 block wiman av",0.114285714285714,0.885714285714286,35,35,1.14285714285714,1915.28571428571,34808.5714285714,35,0,0,70,0,0,0,105
"100 block windemere rd","100 block windemere rd",0,1,5,0,1,1964.4,109260,0,0,0,0,0,0,0,0
"100 block windham dr","100 block windham dr",0,1,11,0,1,1958.72727272727,118718.181818182,0,0,0,0,0,0,0,0
"100 block windsor pl","100 block windsor pl",0,1,13,0,1,1926.23076923077,203076.923076923,0,0,0,0,0,0,0,0
"100 block winkworth pkwy","100 block winkworth pkwy",0,1,9,0,1,1952.66666666667,134388.888888889,0,0,0,0,0,0,0,0
"100 block winthrop rd","100 block winthrop rd",0,1,25,0,1,1930.48,72116,0,0,0,0,0,0,0,0
"100 block wolcott av","100 block wolcott av",0.0869565217391304,0.91304347826087,23,0,1,1933.60869565217,68321.7391304348,0,0,0,0,0,0,0,0
"100 block wolcott terr","100 block wolcott terr",0,1,16,0,1,1958.6875,87534.375,0,0,0,0,0,0,0,0
"100 block wood av","100 block wood av",0.176470588235294,0.823529411764706,34,34,1.35294117647059,1917.38235294118,39602.9411764706,0,0,34,102,0,0,68,204
"100 block woodbine av","100 block woodbine av",0.0606060606060606,0.939393939393939,33,0,1.54545454545455,1928.51515151515,73375.7575757576,0,0,0,33,0,0,0,33
"100 block woodland av","100 block woodland av",0,1,3,3,1,1976,45000,0,0,0,0,0,0,0,0
"100 block woodlawn terr","100 block woodlawn terr",0,1,12,0,1,1942,98058.3333333333,0,0,0,0,0,0,0,0
"100 block woodruff av","100 block woodruff av",0,1,10,10,1.4,1903.3,65730,0,0,0,0,0,10,0,10
"100 block woodside dr","100 block woodside dr",0,1,11,0,1,1968.72727272727,215972.727272727,0,0,11,0,0,0,0,11
"100 block worden av","100 block worden av",0.0769230769230769,0.923076923076923,26,0,1.07692307692308,1929.46153846154,58516.3461538462,0,0,0,26,0,0,26,52
"1000 block ackerman av","1000 block ackerman av",0,1,20,0,1.45,1928.4,122940,0,0,0,0,0,0,0,0
"1000 block adams st e","1000 block adams st e",0,1,1,0,34,1920,1162800,0,0,0,1,0,0,0,1
"1000 block almond st","1000 block almond st",0,1,1,0,72,1950,2600000,0,0,0,0,0,0,0,0
"1000 block avry av","1000 block avry av",0.0909090909090909,0.909090909090909,22,22,1.31818181818182,1910.40909090909,61954.5454545455,0,0,0,0,0,0,0,0
"1000 block ballantyne rd","1000 block ballantyne rd",0.5,0.5,6,6,1,1916,54466.6666666667,0,0,0,0,0,0,0,0
"1000 block belden av w","1000 block belden av w",0.0769230769230769,0.923076923076923,13,13,1.46153846153846,1907.76923076923,46230.7692307692,0,0,0,26,0,0,0,26
"1000 block bellevue av","1000 block bellevue av",0,1,18,18,2.66666666666667,1916.72222222222,67233.3333333333,0,0,18,18,0,0,0,36
"1000 block broad st","1000 block broad st",0,1,2,0,1,1952.5,76300,0,0,0,0,0,0,0,0
"1000 block burnet av","1000 block burnet av",1,0,1,1,1,1900,34000,0,0,0,0,0,0,0,0
"1000 block butternut st","1000 block butternut st",0,1,7,7,2.57142857142857,1921.85714285714,53000,7,0,14,7,0,0,0,28
"1000 block caleb av","1000 block caleb av",0,1,4,0,1,1950.25,65350,0,0,0,0,0,0,0,0
"1000 block cannon st","1000 block cannon st",0,1,4,4,1,1948.5,46750,0,0,0,0,0,0,0,0
"1000 block carbon st","1000 block carbon st",0,1,12,12,2.16666666666667,1893.33333333333,61458.3333333333,0,0,0,0,0,12,12,24
"1000 block colvin st e","1000 block colvin st e",0,1,4,0,1.25,1938.75,66525,0,0,0,0,0,0,0,0
"1000 block colvin st w","1000 block colvin st w",0.1,0.9,10,10,1.5,1931.5,44170,0,0,0,0,0,0,0,0
"1000 block court st","1000 block court st",0,1,7,0,1.57142857142857,1901.42857142857,84942.8571428571,0,0,7,7,0,0,0,14
"1000 block cumberland av","1000 block cumberland av",0,1,7,0,1.14285714285714,1921.57142857143,95742.8571428571,0,0,0,0,0,0,0,0
"1000 block danforth st","1000 block danforth st",0,1,20,20,2.45,1918.75,86150,0,0,0,0,0,20,0,20
"1000 block division st e","1000 block division st e",0,1,2,2,3,1935,74000,0,0,0,0,0,0,0,0
"1000 block emerson av","1000 block emerson av",0.214285714285714,0.785714285714286,14,14,1.28571428571429,1905.35714285714,42842.8571428571,0,14,0,0,0,0,0,14
"1000 block euclid av","1000 block euclid av",0,1,17,0,1.47058823529412,1919,96788.2352941177,0,0,0,0,0,0,0,0
"1000 block fayette st e","1000 block fayette st e",0,1,1,1,12,1930,204000,0,0,0,1,0,0,0,1
"1000 block first north st","1000 block first north st",0,1,10,10,3.3,1903.8,85230,0,0,0,10,0,0,0,10
"1000 block geddes st s","1000 block geddes st s",0.2,0.8,5,5,2.4,1905.8,46940,0,0,10,5,0,10,0,25
"1000 block genesee st e","1000 block genesee st e",0,1,2,2,70.5,1957.5,7407500,0,0,0,4,0,0,0,4
"1000 block genesee st w","1000 block genesee st w",0,1,6,6,5.66666666666667,1915.83333333333,101166.666666667,6,0,6,132,0,0,6,150
"1000 block glencove rd","1000 block glencove rd",0,1,8,0,1,1926.5,77850,0,0,0,0,0,0,0,0
"1000 block grant blvd","1000 block grant blvd",0,1,4,0,1.25,1943.75,73850,0,0,0,0,0,0,0,0
"1000 block harrison st","1000 block harrison st",0,1,5,0,9,1962.6,335600,0,0,15,5,0,0,0,20
"1000 block hawley av","1000 block hawley av",0,1,3,3,4.33333333333333,1937.5,77233.3333333333,0,0,0,0,0,0,0,0
"1000 block hazelwood av","1000 block hazelwood av",0,1,10,0,1,1965.6,68330,0,0,0,0,0,0,0,0
"1000 block hiawatha blvd e","1000 block hiawatha blvd e",1,0,1,0,1,1900,37800,0,0,0,0,0,0,0,0
"1000 block highland st","1000 block highland st",0.037037037037037,0.962962962962963,27,27,1.59259259259259,1910.37037037037,56040.7407407407,54,0,27,81,0,0,0,162
