"","block.address","Vacant_Pr","Occupied_Pr","NumofBuilding","SURA","Units","YearBuilt","AssessedVa","Aggravated.assault","Arson","Burglary","Larceny","Murder","Robbery","Vehicle.theft","Total"
"2000 block euclid av","2000 block euclid av",0,1,2,0,1,1958.5,163050,0,0,0,0,0,0,0,0
"2000 block fayette st e","2000 block fayette st e",0,1,1,1,196,1950,3430000,3,0,1,6,0,1,0,11
"2000 block geddes st s","2000 block geddes st s",0.0833333333333333,0.916666666666667,12,0,1.25,1926.08333333333,76310.8333333333,0,0,0,0,0,0,0,0
"2000 block genesee st e","2000 block genesee st e",0,1,6,5,11.5,1939.83333333333,260966.666666667,0,0,18,0,0,0,0,18
"2000 block grant blvd","2000 block grant blvd",0,1,4,2,1.5,1883.25,70625,0,0,0,0,0,4,0,4
"2000 block james st","2000 block james st",0,1,12,0,1.66666666666667,1925.41666666667,81416.6666666667,0,0,0,12,0,0,0,12
"2000 block lodi st","2000 block lodi st",0.105263157894737,0.894736842105263,19,19,2.31578947368421,1906.05263157895,60752.6315789474,38,0,19,19,0,0,19,95
"2000 block midland av","2000 block midland av",0.2,0.8,5,5,2,1919,45680,0,0,0,0,0,0,0,0
"2000 block salina st s","2000 block salina st s",0,1,8,8,2.75,1918.5,68875,8,0,24,8,0,0,0,40
"2000 block south av","2000 block south av",0.285714285714286,0.714285714285714,14,14,1.78571428571429,1921.57142857143,50892.8571428571,14,0,0,0,0,0,0,14
"2000 block state st s","2000 block state st s",0.142857142857143,0.857142857142857,7,7,1,1916.57142857143,34328.5714285714,0,0,0,0,0,0,0,0
"2000 block valley dr","2000 block valley dr",0,1,13,0,1,1946.92307692308,63900,0,0,0,0,0,0,0,0
"2100 block bellevue av","2100 block bellevue av",0.2,0.8,5,0,1.2,1940,84120,0,0,0,0,0,0,0,0
"2100 block burnet av","2100 block burnet av",0,1,3,0,1.66666666666667,1923.33333333333,66466.6666666667,0,0,0,0,0,0,0,0
"2100 block colvin st e","2100 block colvin st e",0,1,3,0,1,1961.66666666667,101666.666666667,0,0,0,0,0,0,0,0
"2100 block court st","2100 block court st",0,1,4,0,1.5,1910,71525,0,0,0,0,0,0,0,0
"2100 block euclid av","2100 block euclid av",0,1,4,0,1,1947.25,152656.25,0,0,0,0,0,0,0,0
"2100 block geddes st s","2100 block geddes st s",0.027027027027027,0.972972972972973,37,0,1.02702702702703,1931.89189189189,88513.5135135135,0,0,0,37,0,0,0,37
"2100 block genesee st e","2100 block genesee st e",0,1,3,3,7.33333333333333,1942,172933.333333333,0,0,3,0,0,0,0,3
"2100 block grant blvd","2100 block grant blvd",0,1,10,4,1.3,1922.7,64740,0,0,10,0,0,0,10,20
"2100 block james st","2100 block james st",0,1,11,0,1.54545454545455,1928.63636363636,94727.2727272727,0,0,0,0,0,0,0,0
"2100 block midland av","2100 block midland av",0.25,0.75,12,12,1.25,1916.83333333333,37783.3333333333,0,0,12,0,0,0,0,12
"2100 block south av","2100 block south av",0,1,3,3,1,1942,52733.3333333333,0,0,0,0,0,0,0,0
"2100 block state st s","2100 block state st s",0.25,0.75,8,8,1.375,1921.25,37225,8,0,0,8,0,0,0,16
"2100 block valley dr","2100 block valley dr",0.5,0.5,2,0,1,1950.5,66950,0,0,0,0,0,0,0,0
"2200 block bellevue av","2200 block bellevue av",0,1,4,0,1,1972.25,106750,0,0,0,0,0,0,0,0
"2200 block colvin st e","2200 block colvin st e",0,1,2,0,1,1928,102500,0,0,0,0,0,0,0,0
"2200 block court st","2200 block court st",0,1,7,0,1.28571428571429,1907.42857142857,73542.8571428571,0,0,0,0,0,0,0,0
"2200 block euclid av","2200 block euclid av",0,1,3,0,1,1957.66666666667,153533.333333333,0,0,0,0,0,0,0,0
"2200 block geddes st s","2200 block geddes st s",0,1,20,0,1,1927.85,92745,0,0,0,0,0,0,0,0
"2200 block genesee st e","2200 block genesee st e",0,1,3,3,17.3333333333333,1958,713166.666666667,3,0,0,0,0,0,0,3
"2200 block grant blvd","2200 block grant blvd",0,1,19,9,1.52631578947368,1919.73684210526,64494.7368421053,0,0,0,0,0,0,0,0
"2200 block james st","2200 block james st",0,1,11,0,2.09090909090909,1922.27272727273,103286.363636364,0,0,0,0,0,0,0,0
"2200 block lodi st","2200 block lodi st",0.2,0.8,5,5,2,1927,38000,0,0,0,0,0,5,0,5
"2200 block midland av","2200 block midland av",0,1,4,4,1.75,1921.25,39625,4,0,0,0,0,0,0,4
"2200 block south av","2200 block south av",0,1,6,6,1.16666666666667,1930.66666666667,45400,0,0,0,0,0,0,0,0
"2200 block state st s","2200 block state st s",0.181818181818182,0.818181818181818,11,11,1.27272727272727,1918.18181818182,36354.5454545455,0,0,0,0,0,0,0,0
"2200 block valley dr","2200 block valley dr",0,1,12,0,1.08333333333333,1940.66666666667,73158.3333333333,0,0,0,12,0,0,12,24
"2300 block bellevue av","2300 block bellevue av",0,1,9,0,1.11111111111111,1944,107211.111111111,0,0,0,0,0,0,0,0
"2300 block burnet av","2300 block burnet av",0,1,3,0,1.33333333333333,1917,35833.3333333333,0,0,3,0,0,0,0,3
"2300 block euclid av","2300 block euclid av",0,1,2,0,1,1958,125700,0,0,0,0,0,0,0,0
"2300 block fayette st e","2300 block fayette st e",0.222222222222222,0.777777777777778,9,9,1.44444444444444,1931.11111111111,52222.2222222222,9,0,0,0,0,0,18,27
"2300 block genesee st e","2300 block genesee st e",0,1,9,4,2,1926.66666666667,71888.8888888889,0,0,9,9,0,0,0,18
"2300 block grant blvd","2300 block grant blvd",0.0476190476190476,0.952380952380952,21,16,1.42857142857143,1916.09523809524,62209.5238095238,21,0,0,21,0,0,0,42
"2300 block james st","2300 block james st",0,1,5,0,1.6,1925,96200,0,0,0,5,0,0,0,5
"2300 block lodi st","2300 block lodi st",0,1,2,2,1,1895,39750,0,2,0,2,0,0,0,4
"2300 block midland av","2300 block midland av",0.125,0.875,8,8,1,1905,37325,8,0,16,0,0,0,0,24
"2300 block salina st s","2300 block salina st s",0,1,1,1,4,1920,42000,0,0,0,0,0,0,0,0
"2300 block south av","2300 block south av",0,1,2,2,1.5,1915,56700,0,0,0,0,0,0,0,0
"2300 block state st s","2300 block state st s",0.125,0.875,8,8,1.5,1917.5,38475,0,0,8,0,0,0,0,8
"2300 block valley dr","2300 block valley dr",0,1,1,0,1,1920,40000,0,0,0,0,0,0,0,0
"2400 block bellevue av","2400 block bellevue av",0,1,1,0,2,1890,1e+05,0,0,0,0,0,0,0,0
"2400 block burnet av","2400 block burnet av",0,1,1,0,2,1925,146500,0,0,0,0,0,0,0,0
"2400 block euclid av","2400 block euclid av",0,1,3,0,1,1937.66666666667,139266.666666667,0,0,0,0,0,0,0,0
"2400 block fayette st e","2400 block fayette st e",0,1,3,3,1,1932.66666666667,55333.3333333333,0,0,0,0,0,0,0,0
"2400 block genesee st e","2400 block genesee st e",0,1,12,5,1.66666666666667,1917.91666666667,60233.3333333333,12,0,0,0,0,0,0,12
"2400 block grant blvd","2400 block grant blvd",0,1,5,5,1.4,1925,67040,5,5,0,20,0,0,0,30
"2400 block lodi st","2400 block lodi st",0.0625,0.9375,16,16,1.625,1892.3125,39256.25,0,16,0,16,0,16,16,64
"2400 block midland av","2400 block midland av",0.0909090909090909,0.909090909090909,11,11,1.45454545454545,1917.72727272727,44836.3636363636,0,0,11,0,0,0,11,22
"2400 block salina st s","2400 block salina st s",0,1,2,2,2,1905,43450,4,0,0,2,0,0,0,6
"2400 block south av","2400 block south av",0,1,1,1,1,1900,55000,0,1,0,0,0,0,0,1
"2400 block state st s","2400 block state st s",0.333333333333333,0.666666666666667,6,6,1.5,1912.16666666667,37866.6666666667,0,0,0,0,0,0,0,0
"2400 block valley dr","2400 block valley dr",0,1,2,0,1,1946,77150,0,0,0,0,0,0,0,0
"2500 block bellevue av","2500 block bellevue av",0,1,6,0,1,1962,97900,0,0,6,0,0,0,0,6
"2500 block burnet av","2500 block burnet av",0,1,6,0,2,1942.66666666667,69950,0,0,0,0,0,0,0,0
"2500 block fayette st e","2500 block fayette st e",0,1,5,5,1.4,1951.2,57920,0,0,0,0,0,0,0,0
"2500 block genesee st e","2500 block genesee st e",0,1,9,6,1.55555555555556,1921,56911.1111111111,0,0,0,0,0,0,0,0
"2500 block grant blvd","2500 block grant blvd",0,1,6,6,1.66666666666667,1929.5,64533.3333333333,0,0,0,0,0,0,0,0
"2500 block james st","2500 block james st",0,1,3,0,8.66666666666667,1941.66666666667,231333.333333333,0,0,0,12,0,0,0,12
"2500 block lodi st","2500 block lodi st",0,1,11,11,1.54545454545455,1904.36363636364,42881.8181818182,0,0,11,0,0,0,0,11
"2500 block midland av","2500 block midland av",0,1,10,10,1.5,1905.5,45700,0,0,0,0,0,0,0,0
"2500 block salina st s","2500 block salina st s",1,0,1,1,8,1950,80000,0,0,0,0,0,0,0,0
"2500 block south av","2500 block south av",0,1,15,13,1.13333333333333,1953.13333333333,59593.3333333333,0,0,0,0,0,0,0,0
"2500 block valley dr","2500 block valley dr",0,1,7,0,1.14285714285714,1942.85714285714,130228.571428571,0,0,21,0,0,0,0,21
"2600 block fayette st e","2600 block fayette st e",0.115384615384615,0.884615384615385,26,26,1.03846153846154,1931.11538461538,64088.4615384615,0,0,0,0,0,0,26,26
"2600 block genesee st e","2600 block genesee st e",0.05,0.95,20,0,1,1922.9,137580,0,0,20,0,0,0,0,20
"2600 block grant blvd","2600 block grant blvd",0,1,5,5,1.2,1943,69840,0,0,0,0,0,0,0,0
"2600 block james st","2600 block james st",0,1,2,0,32,1942.5,482700,0,0,0,0,0,0,0,0
"2600 block midland av","2600 block midland av",0.222222222222222,0.777777777777778,9,9,1.88888888888889,1919.88888888889,34333.3333333333,0,0,18,0,0,9,0,27
"2600 block salina st s","2600 block salina st s",0,1,1,1,1,1940,45000,0,0,3,1,0,1,0,5
"2600 block south av","2600 block south av",0,1,3,3,1,1945,49200,0,0,0,0,0,0,0,0
"2600 block valley dr","2600 block valley dr",0,1,1,0,1,1925,69300,0,0,0,0,0,0,0,0
"2700 block burnet av","2700 block burnet av",0,1,6,0,4.83333333333333,1946.16666666667,114333.333333333,0,0,0,6,0,0,0,6
"2700 block fayette st e","2700 block fayette st e",0,1,7,7,1,1937,74085.7142857143,0,0,0,0,0,0,0,0
"2700 block genesee st e","2700 block genesee st e",0.125,0.875,8,0,1,1928.75,143612.5,0,0,0,0,0,0,0,0
"2700 block grant blvd","2700 block grant blvd",0,1,10,5,1.4,1911.1,75240,0,0,0,0,0,0,0,0
"2700 block james st","2700 block james st",0,1,1,0,17,1960,413000,3,0,2,2,0,1,0,8
"2700 block lodi st","2700 block lodi st",0,1,1,1,2,1900,42000,0,0,0,2,0,0,0,2
"2700 block midland av","2700 block midland av",0,1,10,10,1.5,1909,45990,10,0,0,0,0,0,0,10
"2800 block burnet av","2800 block burnet av",0,1,4,0,7,1932.5,128000,0,0,4,0,0,0,0,4
"2800 block genesee st e","2800 block genesee st e",0,1,9,0,1.44444444444444,1906.44444444444,97722.2222222222,0,0,9,9,0,0,0,18
"2800 block grant blvd","2800 block grant blvd",0.0833333333333333,0.916666666666667,12,6,1.66666666666667,1912.58333333333,73200,0,0,0,0,0,0,0,0
"2800 block james st","2800 block james st",0,1,1,0,13,1967,305500,0,0,0,1,0,0,0,1
"2800 block midland av","2800 block midland av",0.125,0.875,8,8,1.125,1936.125,51825,0,0,0,0,0,0,0,0
"2800 block salina st s","2800 block salina st s",0,1,1,1,4,1950,60000,0,0,1,2,0,0,0,3
"2900 block burnet av","2900 block burnet av",0,1,3,0,7.66666666666667,1960.66666666667,233333.333333333,0,0,3,0,0,0,0,3
"2900 block genesee st e","2900 block genesee st e",0,1,1,0,10,1970,270000,0,0,1,3,0,0,0,4
"2900 block grant blvd","2900 block grant blvd",0,1,6,0,1.5,1898.33333333333,60683.3333333333,0,0,0,0,0,0,0,0
"2900 block james st","2900 block james st",0,1,1,0,2,1939,109000,0,0,0,8,0,1,0,9
"2900 block midland av","2900 block midland av",0.333333333333333,0.666666666666667,3,3,1.66666666666667,1933.33333333333,55833.3333333333,0,0,0,0,0,0,0,0
"2900 block salina st s","2900 block salina st s",0.222222222222222,0.777777777777778,9,9,3.77777777777778,1916.66666666667,59277.7777777778,9,0,9,9,0,0,0,27
"300 block academy pl","300 block academy pl",0,1,9,0,1,1954.44444444444,73944.4444444444,0,0,0,0,0,0,0,0
"300 block albert rd","300 block albert rd",0.0555555555555556,0.944444444444444,18,0,1,1956.5,92438.8888888889,0,0,0,0,0,0,0,0
"300 block allen st","300 block allen st",0,1,13,13,1.15384615384615,1922.38461538462,73276.9230769231,0,0,0,78,0,0,26,104
"300 block alvord st s","300 block alvord st s",0,1,10,10,1.8,1895.8,41060,20,0,30,0,0,0,0,50
"300 block andover rd","300 block andover rd",0,1,1,0,1,1945,85000,0,0,0,0,0,0,0,0
"300 block apple st","300 block apple st",0.147058823529412,0.852941176470588,34,34,2.38235294117647,1917.26470588235,49670.5882352941,0,0,34,34,0,0,0,68
"300 block arden dr","300 block arden dr",0,1,1,0,1,1945,1e+05,0,0,0,0,0,0,0,0
"300 block arlington av","300 block arlington av",0,1,16,0,1.125,1929.875,73731.25,0,0,16,0,0,0,0,16
"300 block arnold av","300 block arnold av",0,1,10,0,1,1964.4,91400,0,0,0,0,0,0,0,0
"300 block arthur st","300 block arthur st",0.0909090909090909,0.909090909090909,11,11,1.63636363636364,1902.72727272727,46272.7272727273,0,0,11,0,0,0,0,11
"300 block ash st","300 block ash st",0,1,1,1,2,1840,40900,0,0,0,3,0,0,0,3
"300 block ashdale av","300 block ashdale av",0,1,33,0,1.12121212121212,1945.9696969697,63742.4242424242,0,0,33,0,0,0,0,33
"300 block atlantic av","300 block atlantic av",0,1,10,10,1,1949.8,52765,0,0,0,0,0,0,0,0
"300 block audubon pkwy","300 block audubon pkwy",0,1,1,0,96,1967,2880000,0,0,0,3,0,0,1,4
"300 block avry av","300 block avry av",0,1,4,0,1.75,1905,64175,0,0,0,0,0,0,0,0
"300 block avry av s","300 block avry av s",0,1,1,0,1,1900,86200,0,0,0,0,0,0,0,0
"300 block baker av","300 block baker av",0.105263157894737,0.894736842105263,19,19,1.42105263157895,1922.68421052632,36736.8421052632,19,0,19,0,0,0,0,38
"300 block ballantyne rd","300 block ballantyne rd",0,1,5,5,1,1942.2,45900,0,0,0,0,0,0,5,5
"300 block barnes av","300 block barnes av",0,1,6,6,1,1958.5,69533.3333333333,0,0,0,0,0,0,0,0
"300 block barrington rd","300 block barrington rd",0,1,16,0,1,1940,102662.5,0,0,16,16,0,0,0,32
"300 block basin st","300 block basin st",0,1,5,5,2,1902.6,39560,0,0,10,0,0,0,0,10
"300 block bear st","300 block bear st",0.333333333333333,0.666666666666667,9,9,2.44444444444444,1875.55555555556,60766.6666666667,0,0,9,18,0,0,0,27
"300 block beard av w","300 block beard av w",0.333333333333333,0.666666666666667,9,9,1.22222222222222,1912.33333333333,33833.3333333333,18,0,0,0,0,0,0,18
"300 block beattie st","300 block beattie st",0,1,11,11,1,1926,60590.9090909091,0,0,0,11,0,0,0,11
"300 block beech st n","300 block beech st n",0.107142857142857,0.892857142857143,28,28,1.5,1910,43639.2857142857,28,0,28,0,0,0,0,56
"300 block beech st s","300 block beech st s",0,1,8,8,3.625,1924.875,91412.5,0,0,8,24,0,0,0,32
"300 block beecher st","300 block beecher st",0,1,23,23,1.30434782608696,1911.78260869565,46365.2173913043,0,0,0,23,0,0,0,23
"300 block bellevue av","300 block bellevue av",0,1,2,2,1.5,1932.5,27500,0,0,0,0,0,0,2,2
"300 block berkeley dr","300 block berkeley dr",0,1,20,0,1,1923.8,195750,0,0,0,0,0,0,0,0
"300 block berkeley dr at broad st","300 block berkeley dr at broad st",0,1,1,0,1,1925,178000,0,0,0,0,0,0,0,0
"300 block berkshire av","300 block berkshire av",0,1,5,0,1.2,1946,85800,0,0,0,0,0,0,0,0
"300 block bishop av","300 block bishop av",0.5,0.5,4,4,1.25,1905,25550,0,0,0,0,0,0,0,0
"300 block boston st","300 block boston st",0,1,17,0,1,1934.23529411765,61847.0588235294,0,0,0,0,0,0,0,0
"300 block boyden st","300 block boyden st",0,1,21,21,1.19047619047619,1913.61904761905,57352.380952381,0,0,0,0,0,0,0,0
"300 block bradford pkwy","300 block bradford pkwy",0,1,15,0,1,1946.86666666667,196033.333333333,0,0,0,0,0,0,0,0
"300 block bradley st","300 block bradley st",0.5,0.5,2,2,1.5,1912.5,28500,0,0,0,0,0,0,0,0
"300 block brattle rd","300 block brattle rd",0,1,5,0,1,1934.2,156320,0,0,0,0,0,0,0,0
"300 block brighton av e","300 block brighton av e",0,1,8,0,1.125,1926.875,48125,0,0,16,8,0,0,0,24
"300 block brighton av w","300 block brighton av w",0,1,4,4,2,1916.25,45500,4,0,0,4,0,0,0,8
"300 block broad st","300 block broad st",0,1,6,0,1.83333333333333,1924.33333333333,115000,0,0,6,0,0,0,0,6
"300 block broadview dr","300 block broadview dr",0,1,6,0,1,1964.5,140916.666666667,0,0,0,0,0,0,0,0
"300 block brookford rd","300 block brookford rd",0,1,12,0,1,1948.66666666667,186050,0,0,0,0,0,0,0,0
"300 block brooklea dr","300 block brooklea dr",0,1,2,0,1,1947.5,62450,0,0,0,0,0,0,0,0
"300 block bruce st","300 block bruce st",0.0512820512820513,0.948717948717949,39,39,1.12820512820513,1935.35897435897,55141.0256410256,78,0,0,0,0,0,0,78
"300 block bryant av","300 block bryant av",0,1,31,0,1.35483870967742,1903.09677419355,70696.7741935484,0,0,0,0,0,0,31,31
"300 block buckingham av","300 block buckingham av",0,1,25,0,1.28,1928.6,112000,0,0,25,25,0,0,0,50
"300 block bunker hill way","300 block bunker hill way",0,1,6,0,1,2003.5,202533.333333333,0,0,0,0,0,0,0,0
"300 block burdick av","300 block burdick av",0,1,12,0,1.16666666666667,1921.66666666667,52191.6666666667,0,0,12,12,0,0,0,24
"300 block burnet av","300 block burnet av",0,1,1,1,4,1823,65000,0,0,0,1,0,0,0,1
"300 block burnet pk dr","300 block burnet pk dr",0,1,7,0,1.42857142857143,1921.42857142857,84328.5714285714,0,0,0,0,0,0,0,0
"300 block burns av","300 block burns av",0,1,17,0,1,1944.17647058824,59394.1176470588,0,0,0,0,0,0,0,0
"300 block butternut st","300 block butternut st",0.5,0.5,2,2,3,1895,42600,0,0,2,0,0,0,0,2
"300 block cadillac st","300 block cadillac st",0,1,9,0,1.11111111111111,1928.11111111111,71233.3333333333,0,0,0,0,0,0,0,0
"300 block cadwell st","300 block cadwell st",0,1,6,6,1.66666666666667,1936,46033.3333333333,0,0,0,0,0,0,0,0
"300 block caleb av","300 block caleb av",0,1,2,0,1.5,1964.5,75200,0,0,0,0,0,0,0,0
"300 block calthrop av w","300 block calthrop av w",0.173913043478261,0.826086956521739,23,23,1.34782608695652,1910.86956521739,35926.0869565217,0,0,0,23,0,0,0,23
"300 block candee av","300 block candee av",0,1,1,1,1,1932,79500,0,0,0,0,0,0,0,0
"300 block cannon st","300 block cannon st",0.125,0.875,8,8,1.375,1918.125,34437.5,32,0,0,8,0,0,0,40
"300 block carbon st","300 block carbon st",0,1,10,10,1.5,1910.7,49290,0,0,10,20,0,0,0,30
"300 block carlton dr","300 block carlton dr",0,1,8,0,1,1944.125,113187.5,0,0,0,0,0,0,0,0
"300 block carlton rd","300 block carlton rd",0,1,21,0,1,1932.42857142857,102247.619047619,0,0,0,0,0,0,0,0
"300 block catawba st","300 block catawba st",0,1,1,1,1,1920,35000,0,0,0,0,0,0,0,0
"300 block catherine st","300 block catherine st",0,1,3,3,7.66666666666667,1916.66666666667,133000,0,0,6,12,0,0,0,18
"300 block cayuga st","300 block cayuga st",0,1,18,0,1.55555555555556,1914.72222222222,62666.6666666667,0,0,18,0,0,0,0,18
"300 block chemung st","300 block chemung st",0.0714285714285714,0.928571428571429,14,13,1.64285714285714,1896.42857142857,61628.5714285714,0,0,0,0,0,0,0,0
"300 block clairmonte av","300 block clairmonte av",0.0909090909090909,0.909090909090909,22,0,1.22727272727273,1909.77272727273,84727.2727272727,0,0,0,132,0,0,0,132
"300 block clarence av","300 block clarence av",0,1,6,6,1,1936.66666666667,58266.6666666667,0,0,0,0,0,0,0,0
"300 block clarendon st","300 block clarendon st",0,1,3,0,1,1909.33333333333,116833.333333333,0,0,0,0,0,0,0,0
"300 block cleveland av","300 block cleveland av",0,1,8,8,1.25,1906.875,54437.5,0,0,8,0,0,0,0,8
"300 block cloveridge dr","300 block cloveridge dr",0,1,24,0,1,1947.70833333333,63520.8333333333,0,0,0,0,0,0,0,0
"300 block coleridge av","300 block coleridge av",0,1,20,0,1,1921.3,92730,0,0,0,0,0,0,0,0
"300 block collingwood av n","300 block collingwood av n",0,1,31,0,1,1950.87096774194,63822.5806451613,0,0,0,31,0,0,0,31
"300 block collingwood av s","300 block collingwood av s",0.027027027027027,0.972972972972973,37,0,1.21621621621622,1923.40540540541,69756.7567567568,37,0,0,37,0,0,0,74
"300 block columbus av","300 block columbus av",0,1,4,4,11.25,1928.75,255550,4,0,4,8,0,0,0,16
"300 block colvin st e","300 block colvin st e",0,1,3,3,1,1895.33333333333,36533.3333333333,0,0,0,0,0,0,0,0
"300 block colvin st w","300 block colvin st w",0.105263157894737,0.894736842105263,19,19,1.42105263157895,1920.15789473684,37426.3157894737,0,0,19,38,0,0,0,57
"300 block comstock av","300 block comstock av",0,1,6,0,9.33333333333333,1963.33333333333,323033.333333333,0,0,6,12,0,0,0,18
"300 block coolidge av","300 block coolidge av",0,1,16,16,1.5625,1931.1875,38193.75,16,0,0,0,0,0,16,32
"300 block cortland av","300 block cortland av",0,1,10,10,1.3,1941,39130,0,0,20,0,0,0,0,20
"300 block coughlin av","300 block coughlin av",0,1,2,0,1,1933,64100,0,0,0,0,0,0,0,0
"300 block court st","300 block court st",0,1,2,2,18.5,1942.5,455500,12,0,8,2,0,4,2,28
"300 block craddock st","300 block craddock st",0,1,6,4,1.33333333333333,1919.16666666667,46966.6666666667,0,0,0,0,0,0,6,6
"300 block craig st","300 block craig st",0.19047619047619,0.80952380952381,21,21,1.0952380952381,1908,51747.619047619,0,0,21,21,0,0,0,42
"300 block crawford av","300 block crawford av",0,1,11,0,1,1930.90909090909,125336.363636364,0,0,11,0,0,0,0,11
"300 block crossett st","300 block crossett st",0,1,2,0,1.5,1941.5,190000,4,0,0,0,0,0,0,4
"300 block crouse av n","300 block crouse av n",0,1,1,1,1,1890,43300,0,0,0,2,0,0,0,2
"300 block curtis st","300 block curtis st",0.2,0.8,5,5,3.2,1927,77640,0,0,0,0,0,0,0,0
"300 block dakin st","300 block dakin st",0.5,0.5,2,2,1,1952,57100,0,0,0,0,0,0,0,0
"300 block dakota st","300 block dakota st",0,1,1,0,1,1955,76600,0,0,0,0,0,0,0,0
"300 block darlington rd","300 block darlington rd",0,1,13,0,1.15384615384615,1951.23076923077,69869.2307692308,0,0,0,0,0,0,13,13
"300 block de forest rd","300 block de forest rd",0,1,18,0,1,1936.5,126683.333333333,0,0,0,0,0,0,0,0
"300 block delaware st","300 block delaware st",0,1,2,2,2,1870,40000,0,0,0,2,0,0,0,2
"300 block demong dr","300 block demong dr",0,1,10,0,1,1939.2,113850,0,0,0,0,0,0,0,0
"300 block dewitt rd","300 block dewitt rd",0,1,10,0,1,1941,145560,0,0,0,0,0,0,0,0
"300 block dewitt st","300 block dewitt st",0.111111111111111,0.888888888888889,9,6,1.33333333333333,1909.55555555556,122311.111111111,0,0,9,0,0,0,0,9
"300 block division st e","300 block division st e",0,1,6,6,2.83333333333333,1890,51600,0,0,6,0,0,0,0,6
"300 block dorwin av","300 block dorwin av",0,1,4,0,1,1998.75,105775,0,0,0,0,0,0,0,0
"300 block douglas st","300 block douglas st",0,1,18,18,1.44444444444444,1911.77777777778,54005.5555555556,0,0,0,0,0,0,0,0
"300 block duane st","300 block duane st",0,1,9,0,1.11111111111111,1901.66666666667,50377.7777777778,0,0,0,0,0,0,0,0
"300 block dudley st","300 block dudley st",0.5,0.5,2,2,1.5,1920,36000,0,0,0,0,0,0,0,0
"300 block durston av","300 block durston av",0,1,10,0,1.1,1927.6,91730,0,0,0,10,0,0,0,10
"300 block edgewood av","300 block edgewood av",0,1,6,6,1.16666666666667,1915.83333333333,59916.6666666667,0,0,0,0,0,0,0,0
"300 block edwards av n","300 block edwards av n",0,1,32,0,1.59375,1941.34375,73415.625,0,0,0,0,0,0,0,0
"300 block edwards av s","300 block edwards av s",0,1,37,0,1.10810810810811,1928.72972972973,68440.5405405405,0,0,0,0,0,0,37,37
"300 block elliott st","300 block elliott st",0.125,0.875,8,8,1.375,1908.75,33662.5,0,0,0,0,0,0,0,0
"300 block ellis st","300 block ellis st",0,1,2,2,2,1927.5,38500,0,0,0,0,0,0,0,0
"300 block elm st","300 block elm st",0.114285714285714,0.885714285714286,35,35,4.65714285714286,1915.14285714286,77008.5714285714,35,0,70,70,0,70,35,280
"300 block elsner st","300 block elsner st",0,1,1,1,1,1950,56500,0,0,0,0,0,0,0,0
"300 block emerson av","300 block emerson av",0,1,3,0,1.33333333333333,1910,71733.3333333333,0,0,0,0,0,0,0,0
"300 block englewood av","300 block englewood av",0,1,10,10,1,1930.1,51390,0,0,0,0,0,0,0,0
"300 block erie st","300 block erie st",0,1,16,16,1.3125,1912.1875,59200,0,0,48,0,0,0,0,48
"300 block essex st","300 block essex st",0,1,13,12,1.38461538461538,1921.38461538462,58523.0769230769,0,0,13,0,0,0,0,13
"300 block euclid av","300 block euclid av",0,1,6,0,5.33333333333333,1937.5,265000,0,0,0,24,0,0,0,24
"300 block fabius st","300 block fabius st",0,1,1,1,162,1961,2583900,0,0,1,1,0,0,1,3
"300 block farmer st","300 block farmer st",0,1,20,0,1,1919.3,180628.75,0,0,0,0,0,0,0,0
"300 block fellows av","300 block fellows av",0,1,23,0,1.39130434782609,1929.73913043478,80026.0869565217,0,0,0,46,0,0,0,46
"300 block ferndale dr","300 block ferndale dr",0,1,10,10,1,1950.4,62020,0,0,10,0,0,0,0,10
"300 block fillmore av","300 block fillmore av",0,1,5,5,1,1947.4,60880,0,0,0,0,0,0,0,0
"300 block first north st","300 block first north st",0.166666666666667,0.833333333333333,6,6,2,1958.83333333333,68383.3333333333,0,0,12,0,0,0,0,12
"300 block fitch st","300 block fitch st",0.2,0.8,10,10,1.6,1914.4,32600,20,0,0,0,0,0,0,20
"300 block florence av e","300 block florence av e",0,1,15,15,1.13333333333333,1929.06666666667,52866.6666666667,0,0,15,15,0,0,0,30
"300 block fobes av","300 block fobes av",0,1,1,0,1,1932,36000,0,0,0,0,0,0,0,0
"300 block forest hill dr","300 block forest hill dr",0,1,36,0,1.22222222222222,1924.77777777778,87125,0,0,0,36,0,0,0,36
"300 block furman st","300 block furman st",0.111111111111111,0.888888888888889,18,18,1.55555555555556,1939.27777777778,47227.7777777778,0,0,36,54,0,0,0,90
"300 block garfield av","300 block garfield av",0.117647058823529,0.882352941176471,17,17,1.47058823529412,1902.23529411765,37764.7058823529,0,0,17,0,0,0,0,17
"300 block genesee pk dr","300 block genesee pk dr",0,1,14,0,1,1925.07142857143,116678.571428571,0,0,0,0,0,0,0,0
"300 block genesee pkwy e","300 block genesee pkwy e",0,1,2,0,1,1943,112400,0,0,0,0,0,0,0,0
"300 block gere av","300 block gere av",1,0,2,2,2.5,1910,71500,0,0,0,0,0,0,0,0
"300 block gertrude st","300 block gertrude st",0.08,0.92,25,25,1.96,1906.32,50256,0,0,0,50,0,25,0,75
"300 block glen av e","300 block glen av e",0.0769230769230769,0.923076923076923,13,12,1.15384615384615,1934.84615384615,55238.4615384615,0,0,0,0,0,0,0,0
"300 block glenwood av","300 block glenwood av",0,1,15,0,1.33333333333333,1919.26666666667,63726.6666666667,0,0,0,15,0,0,0,15
